file_path                                                                                                                                                                                                   , file_length_bytes, line_before_check_sat, result , time_seconds
splinterdb/betree__PivotBetreeRefinement_v.9.smt2                                                                                                                                                           ,            514246,                   378, OTHER  ,      1541.91
splinterdb/disk__GenericDisk_v.4.smt2                                                                                                                                                                       ,             50229,                    19, UNSAT  ,         0.03
splinterdb/betree__LinkedBetree_v.5.smt2                                                                                                                                                                    ,            287864,                  1103, UNSAT  ,         0.87
splinterdb/betree__LinkedBetree_v.2.smt2                                                                                                                                                                    ,            284690,                  1685, UNSAT  ,         0.88
splinterdb/betree__PivotBranch_v.32.smt2                                                                                                                                                                    ,            165525,                  1280, UNSAT  ,         0.4
splinterdb/betree__FilteredBetreeRefinement_v.32.smt2                                                                                                                                                       ,            718019,                  4775, OTHER  ,      2834.42
splinterdb/journal__PagedJournalRefinement_v.13.smt2                                                                                                                                                        ,            279847,                  1961, UNSAT  ,       108.81
splinterdb/betree__LinkedBetree_v.46.smt2                                                                                                                                                                   ,            378219,                   990, UNSAT  ,         0.77
splinterdb/betree__PivotBetree_v.32.smt2                                                                                                                                                                    ,            220581,                    19, UNSAT  ,         0.07
splinterdb/betree__LinkedBetree_v.17.smt2                                                                                                                                                                   ,            314447,                  2802, UNSAT  ,         0.62
splinterdb/allocation_layer__AllocationJournal_v.16.smt2                                                                                                                                                    ,            241276,                  2894, UNSAT  ,         0.39
splinterdb/betree__FilteredBetree_v.29.smt2                                                                                                                                                                 ,            266343,                  2874, UNSAT  ,         0.67
splinterdb/marshalling__Slice_v.1.smt2                                                                                                                                                                      ,             49375,                   780, UNSAT  ,         0.35
splinterdb/betree__LinkedBetree_v.6.smt2                                                                                                                                                                    ,            290528,                  1154, UNSAT  ,         0.98
splinterdb/betree__PivotBranchRefinement_v.18.smt2                                                                                                                                                          ,            295962,                  1754, TIMEOUT,      3600.16
splinterdb/betree__PivotBranch_v.8.smt2                                                                                                                                                                     ,            101574,                  4664, UNKNOWN,        31.02
splinterdb/betree__LinkedBetree_v.23.smt2                                                                                                                                                                   ,            320699,                   719, UNSAT  ,         0.7
splinterdb/journal__PagedJournalRefinement_v.15.smt2                                                                                                                                                        ,            289685,                  5134, OTHER  ,      2737.73
splinterdb/betree__LinkedBranch_v__Refinement_v.31.smt2                                                                                                                                                     ,            477860,                  3241, UNSAT  ,       190.53
splinterdb/betree__LinkedSeq_v.2.smt2                                                                                                                                                                       ,             37777,                   370, UNSAT  ,         0.1
splinterdb/betree__LinkedBranch_v__Refinement_v.3.smt2                                                                                                                                                      ,            255363,                   445, UNSAT  ,         0.37
splinterdb/journal__PagedJournalRefinement_v.7.smt2                                                                                                                                                         ,            262300,                  2692, TIMEOUT,      3669.59
splinterdb/journal__LinkedJournalRefinement_v.9.smt2                                                                                                                                                        ,            392969,                  1552, UNSAT  ,      1023.67
splinterdb/betree__PivotBranchRefinement_v.7.smt2                                                                                                                                                           ,            292182,                 28324, TIMEOUT,      3638.75
splinterdb/abstract_system__MsgHistory_v.18.smt2                                                                                                                                                            ,            110492,                    19, UNSAT  ,         0.03
splinterdb/betree__PivotBetree_v.36.smt2                                                                                                                                                                    ,            227971,                   647, UNSAT  ,         0.59
splinterdb/betree__PivotBetree_v.6.smt2                                                                                                                                                                     ,            164994,                  2878, UNSAT  ,         0.38
splinterdb/betree__LinkedBranch_v__Refinement_v.34.smt2                                                                                                                                                     ,            493777,                  5226, TIMEOUT,      3634.21
splinterdb/allocation_layer__MiniAllocator_v.4.smt2                                                                                                                                                         ,             76611,                    19, UNSAT  ,         0.05
splinterdb/betree__FilteredBetreeRefinement_v.26.smt2                                                                                                                                                       ,            733455,                 30593, TIMEOUT,      3616.14
splinterdb/abstract_system__MsgHistory_v.13.smt2                                                                                                                                                            ,             97857,                    19, UNSAT  ,         0.06
splinterdb/betree__FilteredBetreeRefinement_v.31.smt2                                                                                                                                                       ,            719888,                  8501, TIMEOUT,      3603.75
splinterdb/betree__LinkedBetree_v.104.smt2                                                                                                                                                                  ,            576744,                  6054, OTHER  ,       162.51
splinterdb/betree__FilteredBetreeRefinement_v.25.smt2                                                                                                                                                       ,            698957,                  1511, OTHER  ,      3256.41
splinterdb/allocation_layer__AllocationCrashAwareJournalRefinement_v.5.smt2                                                                                                                                 ,            905314,                  2377, OTHER  ,      1478.4
splinterdb/journal__LinkedJournal_v.3.smt2                                                                                                                                                                  ,            114019,                   850, UNSAT  ,         0.15
splinterdb/spec__AppIO_t.3.smt2                                                                                                                                                                             ,            147061,                  1823, UNSAT  ,         4.88
splinterdb/allocation_layer__AllocationCrashAwareJournalRefinement_v.8.smt2                                                                                                                                 ,            922506,                  5067, OTHER  ,      1383.96
splinterdb/journal__LinkedJournalRefinement_v.7.smt2                                                                                                                                                        ,            382781,                  2051, OTHER  ,       103.47
splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.13.smt2                                                                                                                                 ,            735513,                 26562, OTHER  ,      1383.09
splinterdb/betree__LinkedBetree_v.39.smt2                                                                                                                                                                   ,            364311,                  2228, UNSAT  ,       796.87
splinterdb/betree__FilteredBetree_v.7.smt2                                                                                                                                                                  ,            224357,                  1439, UNKNOWN,         0.63
splinterdb/betree__PivotBetree_v.11.smt2                                                                                                                                                                    ,            166671,                    19, UNSAT  ,         0.06
splinterdb/betree__LinkedBetree_v.111.smt2                                                                                                                                                                  ,            590595,                  2799, UNSAT  ,       697.93
splinterdb/journal__LinkedJournal_v.30.smt2                                                                                                                                                                 ,            154565,                   947, UNSAT  ,         0.22
splinterdb/betree__LinkedBranch_v__Refinement_v.13.smt2                                                                                                                                                     ,            433821,                  6830, TIMEOUT,      3615.91
splinterdb/betree__FilteredBetree_v.26.smt2                                                                                                                                                                 ,            260805,                   952, UNSAT  ,         0.54
splinterdb/journal__LinkedJournalRefinement_v.3.smt2                                                                                                                                                        ,            372039,                  3277, UNSAT  ,         4.35
splinterdb/journal__LinkedJournal_v.51.smt2                                                                                                                                                                 ,            209118,                  3009, OTHER  ,        59.91
splinterdb/exec__Cache_v.2.smt2                                                                                                                                                                             ,             55186,                    19, UNSAT  ,         0.06
splinterdb/betree__Domain_v.3.smt2                                                                                                                                                                          ,             34984,                    19, UNSAT  ,         0.02
splinterdb/betree__LinkedBranch_v.13.smt2                                                                                                                                                                   ,            158551,                   770, UNSAT  ,         0.2
splinterdb/marshalling__Slice_v.3.smt2                                                                                                                                                                      ,             52030,                   377, UNSAT  ,         0.41
splinterdb/betree__OffsetMap_v.1.smt2                                                                                                                                                                       ,             34629,                    19, UNSAT  ,         0.02
splinterdb/allocation_layer__AllocationJournal_v.12.smt2                                                                                                                                                    ,            215900,                  3849, UNSAT  ,         2.62
splinterdb/betree__LinkedBranch_v.14.smt2                                                                                                                                                                   ,            160343,                   736, UNSAT  ,         0.33
splinterdb/betree__LinkedBetree_v.91.smt2                                                                                                                                                                   ,            523484,                  1823, UNSAT  ,         2.33
splinterdb/betree__PagedBetreeRefinement_v.32.smt2                                                                                                                                                          ,            409864,                  2562, TIMEOUT,      3600.69
splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.11.smt2                                                                                                                                             ,            245495,                    19, UNSAT  ,         0.09
splinterdb/betree__PivotBranch_v.30.smt2                                                                                                                                                                    ,            156510,                  1609, UNSAT  ,         0.6
splinterdb/betree__LinkedBetree_v.21.smt2                                                                                                                                                                   ,            318298,                   487, UNSAT  ,         0.84
splinterdb/betree__FilteredBetreeRefinement_v.2.smt2                                                                                                                                                        ,            611320,                   497, UNSAT  ,         3.78
splinterdb/betree__LinkedBetree_v.29.smt2                                                                                                                                                                   ,            345220,                   175, UNSAT  ,         1.2
splinterdb/betree__LinkedBetree_v.32.smt2                                                                                                                                                                   ,            350213,                    19, UNSAT  ,         0.27
splinterdb/betree__BufferSeq_v.8.smt2                                                                                                                                                                       ,            102474,                   945, UNSAT  ,         0.43
splinterdb/exec__Cache_v__Cache.8.smt2                                                                                                                                                                      ,            294660,                  5105, TIMEOUT,      3600.29
splinterdb/betree__PivotBetreeRefinement_v.5.smt2                                                                                                                                                           ,            501445,                  3201, UNKNOWN,        31.49
splinterdb/allocation_layer__LikesBetree_v.19.smt2                                                                                                                                                          ,            284594,                  2456, TIMEOUT,      3603.28
splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.22.smt2                                                                                                                                    ,            865439,                  6386, UNSAT  ,        49.01
splinterdb/exec__Cache_v__Cache.10.smt2                                                                                                                                                                     ,            291458,                   279, OTHER  ,      2181.27
splinterdb/allocation_layer__AllocationJournal_v.6.smt2                                                                                                                                                     ,            190051,                  2055, UNSAT  ,         0.49
splinterdb/betree__PivotBranch_v.7.smt2                                                                                                                                                                     ,             97453,                  2178, UNSAT  ,         0.46
splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.9.smt2                                                                                                                                  ,            682230,                   582, OTHER  ,       346.54
splinterdb/journal__PagedJournal_v.15.smt2                                                                                                                                                                  ,             88396,                   812, UNSAT  ,         0.61
splinterdb/betree__PivotBetreeRefinement_v.19.smt2                                                                                                                                                          ,            545521,                  4355, TIMEOUT,      3603.17
splinterdb/allocation_layer__AllocationJournalRefinement_v.6.smt2                                                                                                                                           ,            662291,                 15956, OTHER  ,       497.63
splinterdb/disk__GenericDisk_v.8.smt2                                                                                                                                                                       ,             57401,                    19, UNSAT  ,         0.11
splinterdb/abstract_system__MsgHistory_v.24.smt2                                                                                                                                                            ,            128767,                   931, UNSAT  ,         0.22
splinterdb/allocation_layer__AllocationJournalRefinement_v.1.smt2                                                                                                                                           ,            576408,                    19, UNSAT  ,         0.17
splinterdb/allocation_layer__AllocationCrashAwareJournal_v__AllocationCrashAwareJournal.1.smt2                                                                                                              ,            361551,                  5835, UNSAT  ,         0.91
splinterdb/journal__PagedJournalRefinement_v.3.smt2                                                                                                                                                         ,            243303,                  1008, UNSAT  ,         1.3
splinterdb/allocation_layer__LikesJournal_v__LikesJournal.1.smt2                                                                                                                                            ,            375817,                    19, UNSAT  ,         0.14
splinterdb/marshalling__IntegerMarshalling_v.46.smt2                                                                                                                                                        ,            162934,                   155, UNSAT  ,         0.31
splinterdb/betree__PivotBranchRefinement_v.15.smt2                                                                                                                                                          ,            302336,                 15158, TIMEOUT,      3602.73
splinterdb/journal__PagedJournalRefinement_v.1.smt2                                                                                                                                                         ,            240159,                    19, UNSAT  ,         0.06
splinterdb/betree__PivotBetreeRefinement_v.14.smt2                                                                                                                                                          ,            526549,                    19, UNSAT  ,         0.2
splinterdb/betree__PagedBetreeRefinement_v.26.smt2                                                                                                                                                          ,            402003,                  8800, TIMEOUT,      3602.88
splinterdb/betree__PivotBranchRefinement_v.22.smt2                                                                                                                                                          ,            348637,                 33592, TIMEOUT,      3602.27
splinterdb/betree__LinkedBetree_v.77.smt2                                                                                                                                                                   ,            493612,                   180, UNSAT  ,         0.92
splinterdb/allocation_layer__LikesJournal_v.4.smt2                                                                                                                                                          ,            185818,                  4204, UNSAT  ,         0.42
splinterdb/betree__LinkedBetree_v.63.smt2                                                                                                                                                                   ,            455643,                  2334, UNSAT  ,      2026.04
splinterdb/betree__FilteredBetree_v.19.smt2                                                                                                                                                                 ,            248359,                   165, UNSAT  ,         0.65
splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.2.smt2                                                                                                                                              ,            217274,                    19, UNSAT  ,         0.05
splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.3.smt2                                                                                                                                              ,            221696,                  2713, UNSAT  ,         0.4
splinterdb/journal__LinkedJournal_v.50.smt2                                                                                                                                                                 ,            208688,                  6199, UNSAT  ,         2.08
splinterdb/betree__PivotBetree_v.22.smt2                                                                                                                                                                    ,            207343,                    19, UNSAT  ,         0.07
splinterdb/abstract_system__MsgHistory_v.19.smt2                                                                                                                                                            ,            114170,                   189, UNSAT  ,         0.09
splinterdb/betree__FilteredBetree_v.40.smt2                                                                                                                                                                 ,            298680,                  9920, OTHER  ,      1070.92
splinterdb/marshalling__IntegerMarshalling_v.8.smt2                                                                                                                                                         ,            142936,                   387, UNSAT  ,         0.13
splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.6.smt2                                                                                                                                  ,            522105,                    19, UNSAT  ,         0.18
splinterdb/betree__LinkedBranch_v.55.smt2                                                                                                                                                                   ,            263547,                  3410, UNSAT  ,         2.64
splinterdb/betree__FilteredBetree_v.5.smt2                                                                                                                                                                  ,            220100,                  1559, UNSAT  ,         1.31
splinterdb/betree__LinkedBetree_v.59.smt2                                                                                                                                                                   ,            417184,                  4975, UNSAT  ,         6.39
splinterdb/journal__LinkedJournal_v.49.smt2                                                                                                                                                                 ,            211121,                  8710, UNSAT  ,        31.15
splinterdb/betree__PagedBetree_v.11.smt2                                                                                                                                                                    ,            128704,                   613, UNSAT  ,         0.14
splinterdb/allocation_layer__MiniAllocator_v.1.smt2                                                                                                                                                         ,             65722,                    19, UNSAT  ,         0.02
splinterdb/journal__LinkedJournal_v__LinkedJournal.4.smt2                                                                                                                                                   ,            244543,                    19, UNSAT  ,         0.07
splinterdb/journal__LinkedJournal_v__LinkedJournal.2.smt2                                                                                                                                                   ,            190337,                    19, UNSAT  ,         0.06
splinterdb/betree__FilteredBetree_v.6.smt2                                                                                                                                                                  ,            224135,                  2986, UNSAT  ,         0.56
splinterdb/betree__LinkedBranch_v.23.smt2                                                                                                                                                                   ,            176189,                   860, UNSAT  ,         2.13
splinterdb/betree__LinkedBetree_v.99.smt2                                                                                                                                                                   ,            556545,                  2953, UNSAT  ,       155.97
splinterdb/allocation_layer__LikesJournal_v.13.smt2                                                                                                                                                         ,            201591,                    19, UNSAT  ,         0.05
splinterdb/journal__LinkedJournalRefinement_v.26.smt2                                                                                                                                                       ,            455812,                 11334, OTHER  ,       721.78
splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.20.smt2                                                                                                                                 ,            741982,                  9824, OTHER  ,       363.31
splinterdb/betree__LinkedBetree_v.47.smt2                                                                                                                                                                   ,            377967,                    19, UNSAT  ,         0.18
splinterdb/journal__LinkedJournal_v.38.smt2                                                                                                                                                                 ,            172966,                    19, UNSAT  ,         0.04
splinterdb/betree__OffsetMap_v.3.smt2                                                                                                                                                                       ,             38124,                    19, UNSAT  ,         0.02
splinterdb/betree__PivotBetreeRefinement_v.10.smt2                                                                                                                                                          ,            515419,                    19, UNSAT  ,         0.18
splinterdb/betree__PivotTable_v.6.smt2                                                                                                                                                                      ,             85712,                    19, UNSAT  ,         0.03
splinterdb/journal__LinkedJournal_v.28.smt2                                                                                                                                                                 ,            149782,                    19, UNSAT  ,         0.04
splinterdb/allocation_layer__AllocationCrashAwareJournal_v__AllocationCrashAwareJournal.5.smt2                                                                                                              ,            535568,                   503, UNSAT  ,         8.6
splinterdb/betree__LinkedBranch_v.56.smt2                                                                                                                                                                   ,            267439,                  1472, UNSAT  ,         0.42
splinterdb/allocation_layer__UnifiedCrashAwareJournal_v__UnifiedCrashAwareJournal.8.smt2                                                                                                                    ,            873103,                   479, UNSAT  ,        16.7
splinterdb/marshalling__IntegerMarshalling_v.47.smt2                                                                                                                                                        ,            163600,                   579, UNSAT  ,         0.61
splinterdb/betree__LinkedBranch_v.29.smt2                                                                                                                                                                   ,            189416,                    19, UNSAT  ,         0.06
splinterdb/betree__Domain_v.5.smt2                                                                                                                                                                          ,             37959,                    19, UNSAT  ,         0.01
splinterdb/marshalling__IntegerMarshalling_v.26.smt2                                                                                                                                                        ,            162442,                   155, UNSAT  ,         0.19
splinterdb/journal__LinkedJournal_v__LinkedJournal.12.smt2                                                                                                                                                  ,            343464,                   355, UNSAT  ,         2.61
splinterdb/abstract_system__MsgHistory_v.22.smt2                                                                                                                                                            ,            125721,                  2363, OTHER  ,      3273.57
splinterdb/marshalling__IntegerMarshalling_v.36.smt2                                                                                                                                                        ,            162688,                   155, UNSAT  ,         0.2
splinterdb/betree__LinkedBranch_v.34.smt2                                                                                                                                                                   ,            197763,                   705, UNSAT  ,         0.35
splinterdb/betree__FilteredBetreeRefinement_v.16.smt2                                                                                                                                                       ,            680817,                  2568, UNSAT  ,       236.12
splinterdb/betree__PagedBetreeRefinement_v.18.smt2                                                                                                                                                          ,            374633,                  2819, OTHER  ,      1012.13
splinterdb/betree__LinkedBranch_v__Refinement_v.25.smt2                                                                                                                                                     ,            457965,                  2355, TIMEOUT,      3600.46
splinterdb/betree__LinkedBranch_v.12.smt2                                                                                                                                                                   ,            157292,                   338, UNSAT  ,         0.2
splinterdb/betree__PivotBetreeRefinement_v.23.smt2                                                                                                                                                          ,            553358,                   925, OTHER  ,      2215.64
splinterdb/exec__Cache_v__Cache.3.smt2                                                                                                                                                                      ,            282766,                   659, OTHER  ,      2119.22
splinterdb/betree__LinkedBetree_v.24.smt2                                                                                                                                                                   ,            332437,                 10583, UNSAT  ,         9.81
splinterdb/allocation_layer__AllocationJournalRefinement_v.4.smt2                                                                                                                                           ,            630734,                   576, UNSAT  ,        13.62
splinterdb/betree__BufferSeq_v.14.smt2                                                                                                                                                                      ,            108853,                  1186, UNSAT  ,         0.36
splinterdb/betree__PagedBetree_v.7.smt2                                                                                                                                                                     ,            122320,                  1356, UNSAT  ,         0.14
splinterdb/allocation_layer__AllocationJournal_v.20.smt2                                                                                                                                                    ,            257964,                    19, UNSAT  ,         0.06
splinterdb/allocation_layer__LikesJournal_v.21.smt2                                                                                                                                                         ,            229951,                  2559, UNSAT  ,         0.83
splinterdb/journal__PagedJournal_v__PagedJournal.2.smt2                                                                                                                                                     ,            173109,                    19, UNSAT  ,         0.04
splinterdb/betree__PivotBetree_v.33.smt2                                                                                                                                                                    ,            225380,                  3278, UNSAT  ,         2.05
splinterdb/betree__PivotTable_v.7.smt2                                                                                                                                                                      ,             87483,                   374, UNSAT  ,         0.12
splinterdb/allocation_layer__AllocationJournal_v.45.smt2                                                                                                                                                    ,            347351,                  5534, OTHER  ,       855.96
splinterdb/marshalling__IntegerMarshalling_v.5.smt2                                                                                                                                                         ,            140943,                  2510, UNSAT  ,        27.97
splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.8.smt2                                                                                                                                  ,            679398,                   582, UNSAT  ,        19.69
splinterdb/allocation_layer__AllocationJournal_v.39.smt2                                                                                                                                                    ,            325092,                  4703, UNSAT  ,        10.05
splinterdb/betree__PagedBetree_v.9.smt2                                                                                                                                                                     ,            126014,                  1438, UNSAT  ,         2.22
splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.10.smt2                                                                                                                                 ,            684251,                   423, OTHER  ,       730.48
splinterdb/betree__PivotBranchRefinement_v.16.smt2                                                                                                                                                          ,            304286,                 12978, OTHER  ,         0.08
splinterdb/betree__BufferSeq_v.2.smt2                                                                                                                                                                       ,             95097,                  1483, UNSAT  ,         2.09
splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.16.smt2                                                                                                                                    ,            839800,                  6503, UNSAT  ,         4.92
splinterdb/allocation_layer__AllocationCrashAwareJournalRefinement_v.7.smt2                                                                                                                                 ,            915612,                  3102, OTHER  ,       748.78
splinterdb/betree__LinkedBranch_v__Refinement_v.28.smt2                                                                                                                                                     ,            470941,                  5834, TIMEOUT,      3617.02
splinterdb/allocation_layer__LikesJournal_v.30.smt2                                                                                                                                                         ,            271883,                 12924, TIMEOUT,      3616.06
splinterdb/allocation_layer__AllocationJournalRefinement_v.2.smt2                                                                                                                                           ,            581951,                   453, UNSAT  ,         0.8
splinterdb/betree__LinkedBranch_v.46.smt2                                                                                                                                                                   ,            228695,                    19, UNSAT  ,         0.07
splinterdb/marshalling__IntegerMarshalling_v.40.smt2                                                                                                                                                        ,            162772,                   129, UNSAT  ,         0.59
splinterdb/betree__PivotBetree_v.37.smt2                                                                                                                                                                    ,            229209,                  1824, UNSAT  ,         2.05
splinterdb/betree__Buffer_v.14.smt2                                                                                                                                                                         ,             75865,                    19, UNSAT  ,         0.02
splinterdb/betree__LinkedBranch_v.2.smt2                                                                                                                                                                    ,            145475,                  1637, UNSAT  ,         0.17
splinterdb/allocation_layer__LikesJournalRefinement_v.2.smt2                                                                                                                                                ,            365743,                   361, UNSAT  ,         1.52
splinterdb/betree__PagedBetreeRefinement_v.5.smt2                                                                                                                                                           ,            339144,                  1999, UNSAT  ,         1.72
splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.7.smt2                                                                                                                                              ,            238129,                    19, UNSAT  ,         0.08
