Starting to process folder: /Users/shaamarl/Desktop/Projects/opensourceversions/Sundance-SMT/20241211-verus
[608/3763] Processing: splinterdb/betree__LinkedBranch_v.39.smt2 -> UNKNOWN
[609/3763] Processing: splinterdb/betree__LinkedBetree_v.74.smt2 -> UNKNOWN
[610/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.24.smt2 -> OTHER
[611/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.53.smt2 -> UNKNOWN
[612/3763] Processing: splinterdb/journal__LinkedJournal_v.27.smt2 -> UNSAT
[613/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.23.smt2 -> UNKNOWN
[614/3763] Processing: splinterdb/betree__LinkedBetree_v.23.smt2 -> UNSAT
[615/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.13.smt2 -> UNKNOWN
[616/3763] Processing: splinterdb/betree__PivotBetree_v.28.smt2 -> UNKNOWN
[617/3763] Processing: splinterdb/allocation_layer__LikesJournal_v__LikesJournal.6.smt2 -> OTHER
[618/3763] Processing: splinterdb/allocation_layer__MiniAllocator_v.16.smt2 -> UNSAT
[619/3763] Processing: splinterdb/betree__PivotTable_v.11.smt2 -> UNKNOWN
[620/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.6.smt2 -> UNSAT
[621/3763] Processing: splinterdb/betree__FilteredBetree_v.7.smt2 -> UNKNOWN
[622/3763] Processing: splinterdb/betree__PagedBetree_v.15.smt2 -> UNKNOWN
[623/3763] Processing: splinterdb/betree__PivotBranchRefinement_v.5.smt2 -> UNSAT
[624/3763] Processing: splinterdb/allocation_layer__LikesBetree_v__LikesBetree.3.smt2 -> OTHER
[625/3763] Processing: splinterdb/betree__LinkedBetree_v.35.smt2 -> UNSAT
[626/3763] Processing: splinterdb/betree__LinkedBetree_v__LinkedBetreeVars.3.smt2 -> OTHER
[627/3763] Processing: splinterdb/exec__MiniAllocator_v.8.smt2 -> UNKNOWN
[628/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.12.smt2 -> UNKNOWN
[629/3763] Processing: splinterdb/betree__LinkedBetree_v.62.smt2 -> UNSAT
[630/3763] Processing: splinterdb/betree__PivotBranch_v.24.smt2 -> UNSAT
[631/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.8.smt2 -> OTHER
[632/3763] Processing: splinterdb/allocation_layer__LikesBetree_v.7.smt2 -> UNKNOWN
[633/3763] Processing: splinterdb/betree__FilteredBetree_v.39.smt2 -> UNKNOWN
[634/3763] Processing: splinterdb/journal__LinkedJournal_v.2.smt2 -> UNSAT
[635/3763] Processing: splinterdb/abstract_system__MsgHistory_v.19.smt2 -> UNSAT
[636/3763] Processing: splinterdb/allocation_layer__MiniAllocator_v.2.smt2 -> UNSAT
[637/3763] Processing: splinterdb/journal__LinkedJournal_v.31.smt2 -> UNSAT
[638/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.45.smt2 -> UNKNOWN
[639/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.32.smt2 -> OTHER
[640/3763] Processing: splinterdb/marshalling__SeqMarshalling_v.2.smt2 -> UNSAT
[641/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.47.smt2 -> OTHER
[642/3763] Processing: splinterdb/spec__AppIO_t.4.smt2 -> UNKNOWN
[643/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.21.smt2 -> OTHER
[644/3763] Processing: splinterdb/betree__FilteredBetree_v.42.smt2 -> UNSAT
[645/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.19.smt2 -> UNKNOWN
[646/3763] Processing: splinterdb/betree__LinkedBetree_v.19.smt2 -> UNSAT
[647/3763] Processing: splinterdb/betree__PivotBetree_v.12.smt2 -> UNSAT
[648/3763] Processing: splinterdb/betree__LinkedBranch_v.54.smt2 -> UNSAT
[649/3763] Processing: splinterdb/betree__BufferSeq_v.3.smt2 -> UNKNOWN
[650/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.4.smt2 -> UNKNOWN
[651/3763] Processing: splinterdb/betree__FilteredBetree_v.15.smt2 -> UNKNOWN
[652/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.10.smt2 -> UNSAT
[653/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.26.smt2 -> UNKNOWN
[654/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.21.smt2 -> OTHER
[655/3763] Processing: splinterdb/betree__BufferSeq_v.20.smt2 -> UNKNOWN
[656/3763] Processing: splinterdb/betree__PivotTable_v.9.smt2 -> UNSAT
[657/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.30.smt2 -> UNKNOWN
[658/3763] Processing: splinterdb/betree__LinkedBetree_v.58.smt2 -> UNKNOWN
[659/3763] Processing: splinterdb/betree__LinkedBranch_v.15.smt2 -> UNSAT
[660/3763] Processing: splinterdb/journal__PagedJournal_v.21.smt2 -> UNKNOWN
[661/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.16.smt2 -> UNSAT
[662/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournalRefinement_v.8.smt2 -> UNKNOWN
[663/3763] Processing: splinterdb/abstract_system__MsgHistory_v.23.smt2 -> UNKNOWN
[664/3763] Processing: splinterdb/betree__PivotBetree_v.3.smt2 -> UNSAT
[665/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.1.smt2 -> UNSAT
[666/3763] Processing: splinterdb/betree__LinkedBranch_v.42.smt2 -> UNSAT
[667/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.28.smt2 -> UNSAT
[668/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.15.smt2 -> UNKNOWN
[669/3763] Processing: splinterdb/allocation_layer__AllocationJournalRefinement_v.4.smt2 -> OTHER
[670/3763] Processing: splinterdb/allocation_layer__LikesJournal_v__LikesJournal.10.smt2 -> UNKNOWN
[671/3763] Processing: splinterdb/journal__PagedJournalRefinement_v.4.smt2 -> UNSAT
[672/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.29.smt2 -> OTHER
[673/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.8.smt2 -> UNSAT
[674/3763] Processing: splinterdb/betree__LinkedBetree_v.98.smt2 -> OTHER
[675/3763] Processing: splinterdb/betree__LinkedBetree_v.77.smt2 -> UNSAT
[676/3763] Processing: splinterdb/betree__PivotBranch_v.31.smt2 -> UNSAT
[677/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.27.smt2 -> OTHER
[678/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.50.smt2 -> UNSAT
[679/3763] Processing: splinterdb/journal__LinkedJournal_v.24.smt2 -> OTHER
[680/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.18.smt2 -> UNKNOWN
[681/3763] Processing: splinterdb/betree__BufferSeq_v.19.smt2 -> UNKNOWN
[682/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.18.smt2 -> UNKNOWN
[683/3763] Processing: splinterdb/allocation_layer__MiniAllocator_v.15.smt2 -> UNSAT
[684/3763] Processing: splinterdb/betree__PivotTable_v.12.smt2 -> UNSAT
[685/3763] Processing: splinterdb/allocation_layer__LikesJournal_v__LikesJournal.5.smt2 -> UNKNOWN
[686/3763] Processing: splinterdb/marshalling__Slice_v.4.smt2 -> UNKNOWN
[687/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.20.smt2 -> UNKNOWN
[688/3763] Processing: splinterdb/betree__LinkedBetree_v.20.smt2 -> UNSAT
[689/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.10.smt2 -> UNSAT
[690/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.5.smt2 -> UNSAT
[691/3763] Processing: splinterdb/betree__FilteredBetree_v.4.smt2 -> UNKNOWN
[692/3763] Processing: splinterdb/betree__PagedBetree_v.16.smt2 -> UNSAT
[693/3763] Processing: splinterdb/betree__PivotBranchRefinement_v.6.smt2 -> UNKNOWN
[694/3763] Processing: splinterdb/betree__LinkedBetree_v.36.smt2 -> UNSAT
[695/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournalRefinement_v.3.smt2 -> UNKNOWN
[696/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.11.smt2 -> UNSAT
[697/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournal_v__UnifiedCrashAwareJournal.10.smt2 -> UNKNOWN
[698/3763] Processing: splinterdb/allocation_layer__LikesBetree_v.4.smt2 -> UNKNOWN
[699/3763] Processing: splinterdb/betree__PivotBranch_v.27.smt2 -> UNKNOWN
[700/3763] Processing: splinterdb/journal__PagedJournal_v.18.smt2 -> UNSAT
[701/3763] Processing: splinterdb/betree__LinkedBetree_v.61.smt2 -> UNSAT
[702/3763] Processing: splinterdb/journal__LinkedJournal_v.32.smt2 -> UNKNOWN
[703/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.46.smt2 -> UNSAT
[704/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.31.smt2 -> UNKNOWN
[705/3763] Processing: splinterdb/allocation_layer__MiniAllocator_v.1.smt2 -> UNSAT
[706/3763] Processing: splinterdb/journal__LinkedJournal_v.1.smt2 -> UNSAT
[707/3763] Processing: splinterdb/betree__LinkedBranch_v.57.smt2 -> UNSAT
[708/3763] Processing: splinterdb/betree__PivotBetree_v.11.smt2 -> UNSAT
[709/3763] Processing: splinterdb/spec__AppIO_t.7.smt2 -> UNKNOWN
[710/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.22.smt2 -> OTHER
[711/3763] Processing: splinterdb/betree__FilteredBetree_v.41.smt2 -> UNSAT
[712/3763] Processing: splinterdb/marshalling__SeqMarshalling_v.1.smt2 -> UNSAT
[713/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.44.smt2 -> OTHER
[714/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.7.smt2 -> UNKNOWN
[715/3763] Processing: splinterdb/journal__PagedJournalRefinement_v.24.smt2 -> OTHER
[716/3763] Processing: splinterdb/allocation_layer__LikesBetree_v.19.smt2 -> UNKNOWN
[717/3763] Processing: splinterdb/journal__LinkedJournal_v.49.smt2 -> OTHER
[718/3763] Processing: splinterdb/betree__LinkedBetree_v.108.smt2 -> OTHER
[719/3763] Processing: splinterdb/journal__PagedJournal_v.34.smt2 -> UNSAT
[720/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.13.smt2 -> OTHER
[721/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.25.smt2 -> OTHER
[722/3763] Processing: splinterdb/betree__FilteredBetree_v.16.smt2 -> UNSAT
[723/3763] Processing: splinterdb/disk__GenericDisk_v.9.smt2 -> UNSAT
[724/3763] Processing: splinterdb/betree__BufferSeq_v.23.smt2 -> OTHER
[725/3763] Processing: splinterdb/betree__PivotBranch_v.3.smt2 -> UNSAT
[726/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.22.smt2 -> OTHER
[727/3763] Processing: splinterdb/betree__LinkedBranch_v.16.smt2 -> UNSAT
[728/3763] Processing: splinterdb/journal__PagedJournal_v.22.smt2 -> UNKNOWN
[729/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.33.smt2 -> OTHER
[730/3763] Processing: splinterdb/abstract_system__MsgHistory_v.20.smt2 -> UNSAT
[731/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.15.smt2 -> UNSAT
[732/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.3.smt2 -> UNSAT
[733/3763] Processing: splinterdb/betree__LinkedBranch_v.41.smt2 -> UNSAT
[734/3763] Processing: splinterdb/exec__Cache_v__Cache.9.smt2 -> UNKNOWN
[735/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.2.smt2 -> UNSAT
[736/3763] Processing: splinterdb/allocation_layer__AllocationJournalRefinement_v.7.smt2 -> OTHER
[737/3763] Processing: splinterdb/journal__PagedJournalRefinement_v.7.smt2 -> OTHER
[738/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.16.smt2 -> UNSAT
[739/3763] Processing: splinterdb/betree__Memtable_v.9.smt2 -> UNSAT
[740/3763] Processing: splinterdb/betree__LinkedBetree_v.2.smt2 -> UNSAT
[741/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.14.smt2 -> OTHER
[742/3763] Processing: splinterdb/journal__LinkedJournal_v.28.smt2 -> UNSAT
[743/3763] Processing: splinterdb/betree__BufferSeq_v.15.smt2 -> UNKNOWN
[744/3763] Processing: splinterdb/exec__Cache_v.1.smt2 -> UNSAT
[745/3763] Processing: splinterdb/allocation_layer__LikesJournalRefinement_v.4.smt2 -> OTHER
[746/3763] Processing: splinterdb/betree__LinkedBetree_v.94.smt2 -> OTHER
[747/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.4.smt2 -> UNSAT
[748/3763] Processing: splinterdb/betree__FilteredBetree_v.20.smt2 -> UNSAT
[749/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.1.smt2 -> UNKNOWN
[750/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournal_v__AllocationCrashAwareJournal.10.smt2 -> UNKNOWN
[751/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.13.smt2 -> UNKNOWN
[752/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.25.smt2 -> UNKNOWN
[753/3763] Processing: splinterdb/betree__LinkedBranch_v.36.smt2 -> UNKNOWN
[754/3763] Processing: splinterdb/journal__PagedJournalRefinement_v.12.smt2 -> UNKNOWN
[755/3763] Processing: splinterdb/betree__FilteredBetree_v.8.smt2 -> UNSAT
[756/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.9.smt2 -> OTHER
[757/3763] Processing: splinterdb/betree__BufferDisk_v.2.smt2 -> UNKNOWN
[758/3763] Processing: splinterdb/allocation_layer__MiniAllocator_v.19.smt2 -> UNKNOWN
[759/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.14.smt2 -> UNSAT
[760/3763] Processing: splinterdb/betree__PivotBetree_v.27.smt2 -> UNSAT
[761/3763] Processing: splinterdb/betree__Buffer_v.1.smt2 -> UNSAT
[762/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.11.smt2 -> UNKNOWN
[763/3763] Processing: splinterdb/allocation_layer__LikesJournal_v__LikesJournal.9.smt2 -> UNSAT
[764/3763] Processing: splinterdb/betree__LinkedBranch_v.61.smt2 -> UNKNOWN
[765/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.20.smt2 -> UNKNOWN
[766/3763] Processing: splinterdb/exec__MiniAllocator_v.7.smt2 -> UNKNOWN
[767/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.3.smt2 -> UNSAT
[768/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.3.smt2 -> UNKNOWN
[769/3763] Processing: splinterdb/betree__PivotBetree_v.31.smt2 -> UNSAT
[770/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournal_v__AllocationCrashAwareJournal.2.smt2 -> UNKNOWN
[771/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.23.smt2 -> OTHER
[772/3763] Processing: splinterdb/abstract_system__MsgHistory_v.16.smt2 -> UNSAT
[773/3763] Processing: splinterdb/betree__LinkedBranch_v.1.smt2 -> UNSAT
[774/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.33.smt2 -> OTHER
[775/3763] Processing: splinterdb/betree__FilteredBetree_v.36.smt2 -> UNKNOWN
[776/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournal_v.2.smt2 -> UNSAT
[777/3763] Processing: splinterdb/allocation_layer__LikesBetree_v.8.smt2 -> OTHER
[778/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.7.smt2 -> UNKNOWN
[779/3763] Processing: splinterdb/betree__LinkedBetree_v.82.smt2 -> UNSAT
[780/3763] Processing: splinterdb/journal__PagedJournal_v.14.smt2 -> UNKNOWN
[781/3763] Processing: splinterdb/betree__LinkedBranch_v.20.smt2 -> UNKNOWN
[782/3763] Processing: splinterdb/betree__PagedBetree_v.20.smt2 -> UNSAT
[783/3763] Processing: splinterdb/betree__LinkedBetree_v.104.smt2 -> OTHER
[784/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.31.smt2 -> UNSAT
[785/3763] Processing: splinterdb/journal__LinkedJournal_v.45.smt2 -> TIMEOUT
[786/3763] Processing: splinterdb/betree__SplitRequest_v.smt2 -> UNSAT
[787/3763] Processing: splinterdb/allocation_layer__LikesBetree_v.15.smt2 -> OTHER
[788/3763] Processing: splinterdb/betree__LinkedBetree_v.16.smt2 -> UNSAT
[789/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.16.smt2 -> UNKNOWN
[790/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.48.smt2 -> OTHER
[791/3763] Processing: splinterdb/disk__GenericDisk_v.5.smt2 -> UNSAT
[792/3763] Processing: splinterdb/betree__PivotTable_v.6.smt2 -> UNSAT
[793/3763] Processing: splinterdb/journal__LinkedJournal_v.12.smt2 -> UNSAT
[794/3763] Processing: splinterdb/journal__PagedJournal_v.2.smt2 -> UNSAT
[795/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.11.smt2 -> OTHER
[796/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.1.smt2 -> UNSAT
[797/3763] Processing: splinterdb/betree__PagedBetree_v.3.smt2 -> UNSAT
[798/3763] Processing: splinterdb/betree__LinkedBetree_v.41.smt2 -> UNSAT
[799/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.29.smt2 -> UNKNOWN
[800/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournalRefinement_v.7.smt2 -> UNKNOWN
[801/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.19.smt2 -> OTHER
[802/3763] Processing: splinterdb/betree__LinkedBetree_v.57.smt2 -> UNKNOWN
[803/3763] Processing: splinterdb/betree__PivotBranch_v.11.smt2 -> UNSAT
[804/3763] Processing: splinterdb/betree__BufferOffsets_v.2.smt2 -> UNSAT
[805/3763] Processing: splinterdb/betree__Memtable_v.5.smt2 -> UNSAT
[806/3763] Processing: splinterdb/journal__LinkedJournal_v.53.smt2 -> OTHER
[807/3763] Processing: splinterdb/betree__PivotBranchRefinement_v.13.smt2 -> OTHER
[808/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.27.smt2 -> UNSAT
[809/3763] Processing: splinterdb/betree__LinkedBetree_v.112.smt2 -> OTHER
[810/3763] Processing: splinterdb/betree__LinkedSeq_v.7.smt2 -> UNSAT
[811/3763] Processing: splinterdb/exec__Cache_v__Cache.5.smt2 -> OTHER
[812/3763] Processing: splinterdb/journal__LinkedJournal_v__LinkedJournal.3.smt2 -> UNSAT
[813/3763] Processing: splinterdb/betree__LinkedSeq_v.6.smt2 -> UNKNOWN
[814/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.1.smt2 -> UNSAT
[815/3763] Processing: splinterdb/abstract_system__MsgHistory_v.1.smt2 -> UNSAT
[816/3763] Processing: splinterdb/exec__Cache_v__Cache.4.smt2 -> OTHER
[817/3763] Processing: splinterdb/journal__LinkedJournal_v__LinkedJournal.2.smt2 -> UNSAT
[818/3763] Processing: splinterdb/betree__Memtable_v.4.smt2 -> UNKNOWN
[819/3763] Processing: splinterdb/journal__LinkedJournal_v.52.smt2 -> OTHER
[820/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.26.smt2 -> UNSAT
[821/3763] Processing: splinterdb/betree__PivotBranchRefinement_v.12.smt2 -> OTHER
[822/3763] Processing: splinterdb/betree__LinkedBetree_v.56.smt2 -> UNSAT
[823/3763] Processing: splinterdb/betree__PivotBranch_v.10.smt2 -> UNSAT
[824/3763] Processing: splinterdb/betree__BufferOffsets_v.3.smt2 -> UNKNOWN
[825/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.18.smt2 -> OTHER
[826/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournalRefinement_v.6.smt2 -> UNKNOWN
[827/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournal_v__UnifiedCrashAwareJournal.1.smt2 -> UNSAT
[828/3763] Processing: splinterdb/betree__PagedBetree_v.2.smt2 -> UNKNOWN
[829/3763] Processing: splinterdb/betree__LinkedBetree_v.40.smt2 -> UNSAT
[830/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.28.smt2 -> OTHER
[831/3763] Processing: splinterdb/disk__GenericDisk_v.4.smt2 -> UNSAT
[832/3763] Processing: splinterdb/allocation_layer__Likes_v.smt2 -> UNSAT
[833/3763] Processing: splinterdb/betree__PivotTable_v.7.smt2 -> UNSAT
[834/3763] Processing: splinterdb/journal__LinkedJournal_v.13.smt2 -> UNSAT
[835/3763] Processing: splinterdb/journal__PagedJournal_v.3.smt2 -> UNKNOWN
[836/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.10.smt2 -> UNKNOWN
[837/3763] Processing: splinterdb/betree__LinkedBetree_v.17.smt2 -> UNSAT
[838/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.17.smt2 -> UNKNOWN
[839/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.49.smt2 -> UNKNOWN
[840/3763] Processing: splinterdb/betree__PagedBetree_v.21.smt2 -> UNSAT
[841/3763] Processing: splinterdb/betree__LinkedBetree_v.105.smt2 -> OTHER
[842/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.30.smt2 -> UNKNOWN
[843/3763] Processing: splinterdb/journal__LinkedJournal_v.44.smt2 -> TIMEOUT
[844/3763] Processing: splinterdb/allocation_layer__LikesBetree_v.14.smt2 -> OTHER
[845/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.32.smt2 -> OTHER
[846/3763] Processing: splinterdb/betree__FilteredBetree_v.37.smt2 -> UNKNOWN
[847/3763] Processing: splinterdb/betree__PivotBetree_v__PivotBetree.smt2 -> UNSAT
[848/3763] Processing: splinterdb/allocation_layer__LikesBetree_v.9.smt2 -> OTHER
[849/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.6.smt2 -> UNKNOWN
[850/3763] Processing: splinterdb/betree__LinkedBetree_v.83.smt2 -> UNSAT
[851/3763] Processing: splinterdb/journal__PagedJournal_v.15.smt2 -> UNSAT
[852/3763] Processing: splinterdb/betree__LinkedBranch_v.21.smt2 -> UNSAT
[853/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournal_v__AllocationCrashAwareJournal.3.smt2 -> UNKNOWN
[854/3763] Processing: splinterdb/betree__Buffer_v.16.smt2 -> UNSAT
[855/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.22.smt2 -> OTHER
[856/3763] Processing: splinterdb/abstract_system__MsgHistory_v.17.smt2 -> UNSAT
[857/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.2.smt2 -> UNSAT
[858/3763] Processing: splinterdb/betree__PivotBetree_v.30.smt2 -> UNKNOWN
[859/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.21.smt2 -> UNSAT
[860/3763] Processing: splinterdb/exec__MiniAllocator_v.6.smt2 -> UNKNOWN
[861/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.2.smt2 -> UNSAT
[862/3763] Processing: splinterdb/betree__BufferDisk_v.3.smt2 -> UNKNOWN
[863/3763] Processing: splinterdb/allocation_layer__MiniAllocator_v.18.smt2 -> UNSAT
[864/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.15.smt2 -> UNSAT
[865/3763] Processing: splinterdb/betree__PivotBetree_v.26.smt2 -> UNSAT
[866/3763] Processing: splinterdb/allocation_layer__LikesJournal_v__LikesJournal.8.smt2 -> OTHER
[867/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.10.smt2 -> OTHER
[868/3763] Processing: splinterdb/betree__LinkedBranch_v.60.smt2 -> UNKNOWN
[869/3763] Processing: splinterdb/journal__PagedJournalRefinement_v.13.smt2 -> OTHER
[870/3763] Processing: splinterdb/betree__FilteredBetree_v.9.smt2 -> UNKNOWN
[871/3763] Processing: splinterdb/betree__OffsetMap_v.1.smt2 -> UNSAT
[872/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.8.smt2 -> UNKNOWN
[873/3763] Processing: splinterdb/betree__LinkedBetree_v.95.smt2 -> OTHER
[874/3763] Processing: splinterdb/allocation_layer__LikesJournalRefinement_v.5.smt2 -> OTHER
[875/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.5.smt2 -> UNKNOWN
[876/3763] Processing: splinterdb/betree__FilteredBetree_v.21.smt2 -> UNSAT
[877/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournal_v__AllocationCrashAwareJournal.11.smt2 -> UNKNOWN
[878/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.12.smt2 -> UNKNOWN
[879/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.24.smt2 -> UNSAT
[880/3763] Processing: splinterdb/betree__LinkedBranch_v.37.smt2 -> UNKNOWN
[881/3763] Processing: splinterdb/betree__LinkedBetree_v.3.smt2 -> UNSAT
[882/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.15.smt2 -> UNKNOWN
[883/3763] Processing: splinterdb/betree__Utils_v.1.smt2 -> UNSAT
[884/3763] Processing: splinterdb/journal__LinkedJournal_v.29.smt2 -> UNSAT
[885/3763] Processing: splinterdb/betree__BufferDisk_v.14.smt2 -> UNKNOWN
[886/3763] Processing: splinterdb/betree__BufferSeq_v.14.smt2 -> UNKNOWN
[887/3763] Processing: splinterdb/allocation_layer__AllocationJournalRefinement_v.6.smt2 -> OTHER
[888/3763] Processing: splinterdb/journal__PagedJournalRefinement_v.6.smt2 -> UNKNOWN
[889/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.17.smt2 -> UNKNOWN
[890/3763] Processing: splinterdb/betree__Memtable_v.8.smt2 -> UNSAT
[891/3763] Processing: splinterdb/betree__LinkedBranch_v.40.smt2 -> UNSAT
[892/3763] Processing: splinterdb/exec__Cache_v__Cache.8.smt2 -> OTHER
[893/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.3.smt2 -> UNSAT
[894/3763] Processing: splinterdb/betree__PivotBetree_v.1.smt2 -> UNKNOWN
[895/3763] Processing: splinterdb/abstract_system__MsgHistory_v.21.smt2 -> UNKNOWN
[896/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.14.smt2 -> UNSAT
[897/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.2.smt2 -> UNSAT
[898/3763] Processing: splinterdb/betree__LinkedBranch_v.17.smt2 -> UNSAT
[899/3763] Processing: splinterdb/journal__PagedJournal_v.23.smt2 -> UNSAT
[900/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.32.smt2 -> OTHER
[901/3763] Processing: splinterdb/disk__GenericDisk_v.8.smt2 -> UNSAT
[902/3763] Processing: splinterdb/betree__BufferSeq_v.22.smt2 -> UNKNOWN
[903/3763] Processing: splinterdb/betree__PivotBranch_v.2.smt2 -> UNKNOWN
[904/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.23.smt2 -> OTHER
[905/3763] Processing: splinterdb/journal__PagedJournal_v.35.smt2 -> OTHER
[906/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.12.smt2 -> OTHER
[907/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.24.smt2 -> UNKNOWN
